RS158	WCS134	WCS317	WCS417	CHA0	WCS358
OG0006931			ODAKOFOI_03244			JLCECJFP_00174
OG0006932			ODAKOFOI_03245			JLCECJFP_00175
OG0006933			ODAKOFOI_03246			JLCECJFP_00176
OG0006934						JLCECJFP_05318
OG0006935						JLCECJFP_01701
OG0006936						
OG0006937		KMPKMMIG_03777			AGNHPPFD_02844	
OG0006938		KMPKMMIG_03778			AGNHPPFD_02845	
OG0006939		KMPKMMIG_02947			AGNHPPFD_02189	
OG0006940				NLBLAPBN_01151		
OG0006941			ODAKOFOI_01767		AGNHPPFD_01459	
OG0006942						
OG0006943						
OG0006944			ODAKOFOI_02580			
OG0006945						
OG0006946		KMPKMMIG_00452				
OG0006947					AGNHPPFD_02544	
OG0006948		KMPKMMIG_05745				
OG0006949						
OG0006950						
OG0006951					AGNHPPFD_03411	
OG0006952		KMPKMMIG_04036			AGNHPPFD_03489	
OG0006953					AGNHPPFD_05206	
OG0006954		KMPKMMIG_02474, KMPKMMIG_04547			AGNHPPFD_00007, AGNHPPFD_03924	
OG0006955			ODAKOFOI_00959			
OG0006956		KMPKMMIG_00509	ODAKOFOI_03483			
OG0006957						
OG0006958				NLBLAPBN_02267		
OG0006959						
OG0006960		KMPKMMIG_05519			AGNHPPFD_05028	
OG0006961						
OG0006962						
OG0006963	FBBKCKAA_02358				AGNHPPFD_05180	
OG0006964						
OG0006965						
OG0006966					AGNHPPFD_04907	
OG0006967						
OG0006968						JLCECJFP_02349
OG0006969						
OG0006970						
OG0006971				NLBLAPBN_01992		
OG0006972				NLBLAPBN_02000		
OG0006973				NLBLAPBN_02005	AGNHPPFD_03824	
OG0006974			ODAKOFOI_04046			
OG0006975		KMPKMMIG_02863				
OG0006976						
OG0006977		KMPKMMIG_01269				
OG0006978		KMPKMMIG_05224				
OG0006979						
OG0006980					AGNHPPFD_03876, AGNHPPFD_03884	
OG0006981	FBBKCKAA_02144			NLBLAPBN_03534		
OG0006982	FBBKCKAA_02143			NLBLAPBN_03535		
OG0006983						
OG0006984	FBBKCKAA_00694					
OG0006985						
OG0006986		KMPKMMIG_02512				
OG0006987						
OG0006988						
OG0006989		KMPKMMIG_04105				
OG0006990						
OG0006991						
OG0006992				NLBLAPBN_02627		
OG0006993				NLBLAPBN_02630		
OG0006994				NLBLAPBN_02631		
OG0006995				NLBLAPBN_02638		
OG0006996				NLBLAPBN_03622		
OG0006997		KMPKMMIG_02513				
OG0006998					AGNHPPFD_03931	
OG0006999				NLBLAPBN_05442		
OG0007000					AGNHPPFD_00185	
OG0007001					AGNHPPFD_00270, AGNHPPFD_02501	
OG0007002				NLBLAPBN_03744	AGNHPPFD_00800	
OG0007003					AGNHPPFD_01434, AGNHPPFD_02552	
OG0007004					AGNHPPFD_02052	
OG0007005					AGNHPPFD_02105	
OG0007006			ODAKOFOI_00962, ODAKOFOI_03584		AGNHPPFD_02439	
OG0007007					AGNHPPFD_02538	
OG0007008					AGNHPPFD_02615	
OG0007009					AGNHPPFD_02642	
OG0007010				NLBLAPBN_03733	AGNHPPFD_02752	
OG0007011			ODAKOFOI_00633		AGNHPPFD_02852	
OG0007012					AGNHPPFD_02865, AGNHPPFD_02866	
OG0007013		KMPKMMIG_04648			AGNHPPFD_02918	
OG0007014					AGNHPPFD_03868	JLCECJFP_02885
OG0007015					AGNHPPFD_04193	
OG0007016					AGNHPPFD_04250	
OG0007017					AGNHPPFD_04403	
OG0007018					AGNHPPFD_04649	
OG0007019					AGNHPPFD_04650	
OG0007020		KMPKMMIG_00267			AGNHPPFD_05219	
OG0007021		KMPKMMIG_03403	ODAKOFOI_03003		AGNHPPFD_05365	
OG0007022					AGNHPPFD_05516	
OG0007023					AGNHPPFD_05517	
OG0007024					AGNHPPFD_05518	
OG0007025					AGNHPPFD_05519	
OG0007026					AGNHPPFD_05520	
OG0007027					AGNHPPFD_05521	
OG0007028					AGNHPPFD_05522	
OG0007029					AGNHPPFD_05523	
OG0007030					AGNHPPFD_05526	
OG0007031					AGNHPPFD_05527	
OG0007032	FBBKCKAA_00708	KMPKMMIG_00461			AGNHPPFD_05729	
OG0007033					AGNHPPFD_05936	
OG0007034		KMPKMMIG_00176			AGNHPPFD_06151	
OG0007035						
OG0007036						
OG0007037						
OG0007038						
OG0007039						
OG0007040						
OG0007041						
OG0007042				NLBLAPBN_00166		
OG0007043						
OG0007044						
OG0007045	FBBKCKAA_03373					
OG0007046		KMPKMMIG_05662				
OG0007047			ODAKOFOI_02283			
OG0007048				NLBLAPBN_02310		
OG0007049						
OG0007050						JLCECJFP_01695
OG0007051						
OG0007052				NLBLAPBN_01989		
OG0007053		KMPKMMIG_01006				
OG0007054				NLBLAPBN_01179		
OG0007055				NLBLAPBN_02536		
OG0007056				NLBLAPBN_05642		
OG0007057				NLBLAPBN_05643		
OG0007058				NLBLAPBN_00223		
OG0007059				NLBLAPBN_01933		
OG0007060				NLBLAPBN_00326		
OG0007061				NLBLAPBN_05404		
OG0007062				NLBLAPBN_02150		
OG0007063				NLBLAPBN_00805		
OG0007064				NLBLAPBN_04042		
OG0007065						JLCECJFP_01696
OG0007066	FBBKCKAA_00550					
OG0007067						JLCECJFP_02362
OG0007068	FBBKCKAA_03829					
OG0007069						
OG0007070				NLBLAPBN_01990		
OG0007071		KMPKMMIG_03927				
OG0007072		KMPKMMIG_02382	ODAKOFOI_00277			
OG0007073		KMPKMMIG_04358				
OG0007074		KMPKMMIG_02255				
OG0007075		KMPKMMIG_03785				
OG0007076		KMPKMMIG_04329				
OG0007077		KMPKMMIG_04322				
OG0007078		KMPKMMIG_04321				
OG0007079		KMPKMMIG_05607, KMPKMMIG_05608				
OG0007080		KMPKMMIG_04336				
OG0007081		KMPKMMIG_04335				
OG0007082		KMPKMMIG_04334				
OG0007083		KMPKMMIG_04333				
OG0007084		KMPKMMIG_02519	ODAKOFOI_03331			
OG0007085						
OG0007086						
OG0007087	FBBKCKAA_00194					
OG0007088						
OG0007089		KMPKMMIG_03982				
OG0007090		KMPKMMIG_04938				
OG0007091		KMPKMMIG_02981				
OG0007092						JLCECJFP_04025
OG0007093						JLCECJFP_02353
OG0007094						
OG0007095						JLCECJFP_01740
OG0007096						
OG0007097		KMPKMMIG_01721, KMPKMMIG_02766				
OG0007098				NLBLAPBN_02699		
OG0007099				NLBLAPBN_02698		
OG0007100				NLBLAPBN_02697		
OG0007101						
OG0007102						JLCECJFP_01727
OG0007103						
OG0007104						JLCECJFP_04862
OG0007105			ODAKOFOI_03515			
OG0007106						JLCECJFP_01693
OG0007107						JLCECJFP_01736
OG0007108			ODAKOFOI_05181			
OG0007109						JLCECJFP_02843
OG0007110						JLCECJFP_02841
OG0007111	FBBKCKAA_03556					
OG0007112						JLCECJFP_01914
OG0007113						JLCECJFP_04866
OG0007114	FBBKCKAA_03653, FBBKCKAA_03657					
OG0007115						JLCECJFP_02873
OG0007116						JLCECJFP_03837
OG0007117						JLCECJFP_03042
OG0007118						JLCECJFP_03050
OG0007119						JLCECJFP_02939
OG0007120						JLCECJFP_02937
OG0007121						JLCECJFP_02929
OG0007122						JLCECJFP_02928
OG0007123						JLCECJFP_05317
OG0007124						JLCECJFP_05338
OG0007125						
OG0007126						JLCECJFP_02876
OG0007127						JLCECJFP_02878
OG0007128						JLCECJFP_02489
OG0007129						JLCECJFP_01176
OG0007130						JLCECJFP_01178
OG0007131						JLCECJFP_01744
OG0007132						JLCECJFP_01703
OG0007133						JLCECJFP_04491
OG0007134						JLCECJFP_00168
OG0007135						JLCECJFP_05334
OG0007136					AGNHPPFD_06130, AGNHPPFD_06131	
OG0007137						
OG0007138		KMPKMMIG_00870			AGNHPPFD_00222	
OG0007139					AGNHPPFD_00322	
OG0007140					AGNHPPFD_01450	
OG0007141					AGNHPPFD_01466	
OG0007142						
OG0007143					AGNHPPFD_02214	
OG0007144					AGNHPPFD_02215	
OG0007145					AGNHPPFD_02216	
OG0007146					AGNHPPFD_02217	
OG0007147		KMPKMMIG_03847			AGNHPPFD_02221, AGNHPPFD_02222	
OG0007148	FBBKCKAA_00489					
OG0007149			ODAKOFOI_00498		AGNHPPFD_04091	
OG0007150						
OG0007151		KMPKMMIG_04060			AGNHPPFD_02381	
OG0007152		KMPKMMIG_00435			AGNHPPFD_02409	
OG0007153					AGNHPPFD_02241, AGNHPPFD_02243	
OG0007154		KMPKMMIG_04232				
OG0007155		KMPKMMIG_04435			AGNHPPFD_02694	
OG0007156			ODAKOFOI_01738		AGNHPPFD_03389	
OG0007157					AGNHPPFD_03388	
OG0007158					AGNHPPFD_03385	
OG0007159					AGNHPPFD_03396	
OG0007160		KMPKMMIG_00314				
OG0007161		KMPKMMIG_01610				
OG0007162						
OG0007163		KMPKMMIG_00791			AGNHPPFD_03901	
OG0007164					AGNHPPFD_03587	
OG0007165					AGNHPPFD_03426	
OG0007166		KMPKMMIG_02410				
OG0007167	FBBKCKAA_04653					
OG0007168					AGNHPPFD_03050	
OG0007169						
OG0007170					AGNHPPFD_02449	
OG0007171						
OG0007172						
OG0007173					AGNHPPFD_04277, AGNHPPFD_04278	
OG0007174	FBBKCKAA_02705					
OG0007175						
OG0007176						
OG0007177						
OG0007178						
OG0007179						
OG0007180						
OG0007181						
OG0007182			ODAKOFOI_02819			
OG0007183		KMPKMMIG_01476	ODAKOFOI_04183			
OG0007184						
OG0007185	FBBKCKAA_04138					
OG0007186		KMPKMMIG_03932				
OG0007187						
OG0007188						
OG0007189						
OG0007190						
OG0007191						
OG0007192		KMPKMMIG_03330				
OG0007193						
OG0007194						
OG0007195						
OG0007196	FBBKCKAA_01220	KMPKMMIG_05068			AGNHPPFD_02269	
OG0007197						
OG0007198						
OG0007199			ODAKOFOI_00453			
OG0007200						
OG0007201				NLBLAPBN_01430		
OG0007202						
OG0007203						
OG0007204						
OG0007205					AGNHPPFD_05164	
OG0007206				NLBLAPBN_01077		
OG0007207						
OG0007208						
OG0007209						
OG0007210						
OG0007211			ODAKOFOI_02284			
OG0007212						
OG0007213						
OG0007214		KMPKMMIG_00260			AGNHPPFD_00326	
OG0007215					AGNHPPFD_01520	
OG0007216					AGNHPPFD_02429	
OG0007217	FBBKCKAA_01966				AGNHPPFD_02748	
OG0007218	FBBKCKAA_01965				AGNHPPFD_02749	
OG0007219					AGNHPPFD_02764	
OG0007220		KMPKMMIG_04076			AGNHPPFD_02878	
OG0007221					AGNHPPFD_03354	
OG0007222		KMPKMMIG_02044			AGNHPPFD_03372	
OG0007223					AGNHPPFD_03846	
OG0007224					AGNHPPFD_04989	
OG0007225					AGNHPPFD_05524	
OG0007226					AGNHPPFD_06128	
OG0007227				NLBLAPBN_04041		
OG0007228						
OG0007229		KMPKMMIG_01240		NLBLAPBN_02724		
OG0007230						
OG0007231				NLBLAPBN_00682		
OG0007232						
OG0007233						
OG0007234		KMPKMMIG_00438	ODAKOFOI_05206			
OG0007235			ODAKOFOI_04623			
OG0007236						
OG0007237						
OG0007238						
OG0007239		KMPKMMIG_05066				
OG0007240						
OG0007241						
OG0007242						
OG0007243	FBBKCKAA_00844					
OG0007244				NLBLAPBN_01583		
OG0007245				NLBLAPBN_01590		
OG0007246				NLBLAPBN_01612		
OG0007247				NLBLAPBN_01630, NLBLAPBN_04970		
OG0007248				NLBLAPBN_03763		
OG0007249				NLBLAPBN_03759		
OG0007250				NLBLAPBN_03754		
OG0007251			ODAKOFOI_00666	NLBLAPBN_02827		
OG0007252				NLBLAPBN_02212		
OG0007253				NLBLAPBN_00704		
OG0007254				NLBLAPBN_03569		
OG0007255				NLBLAPBN_03570		
OG0007256				NLBLAPBN_04740		
OG0007257				NLBLAPBN_01930		
OG0007258				NLBLAPBN_03350		
OG0007259						
OG0007260				NLBLAPBN_03110		
OG0007261				NLBLAPBN_02123		
OG0007262				NLBLAPBN_00780		
OG0007263				NLBLAPBN_02400		
OG0007264	FBBKCKAA_01275					
OG0007265			ODAKOFOI_02342			
OG0007266						
OG0007267						
OG0007268						
OG0007269			ODAKOFOI_03689			
OG0007270			ODAKOFOI_03688			
OG0007271						
OG0007272		KMPKMMIG_01661				
OG0007273		KMPKMMIG_04517				
OG0007274						
OG0007275						
OG0007276						
OG0007277	FBBKCKAA_02897					
OG0007278	FBBKCKAA_00192					
OG0007279		KMPKMMIG_02504	ODAKOFOI_04353			
OG0007280		KMPKMMIG_05540				
OG0007281		KMPKMMIG_01151				
OG0007282		KMPKMMIG_01793				
OG0007283		KMPKMMIG_01026				
OG0007284		KMPKMMIG_03101				
OG0007285			ODAKOFOI_00821			
OG0007286						
OG0007287		KMPKMMIG_00208				
OG0007288				NLBLAPBN_02714		
OG0007289				NLBLAPBN_02128		
OG0007290				NLBLAPBN_04091		
OG0007291			ODAKOFOI_00043			
OG0007292						
OG0007293						
OG0007294						
OG0007295						
OG0007296			ODAKOFOI_03977			
OG0007297		KMPKMMIG_04302	ODAKOFOI_00046			
OG0007298						
OG0007299						JLCECJFP_02660
OG0007300						JLCECJFP_02490
OG0007301						JLCECJFP_02453
OG0007302						JLCECJFP_01173
OG0007303						JLCECJFP_01169
OG0007304						JLCECJFP_01168
OG0007305						JLCECJFP_01167
OG0007306						JLCECJFP_01166
OG0007307						JLCECJFP_01165
OG0007308						JLCECJFP_01164
OG0007309						JLCECJFP_01162
OG0007310						JLCECJFP_02884
OG0007311						JLCECJFP_02883
OG0007312						JLCECJFP_02881
OG0007313						JLCECJFP_02871
OG0007314						JLCECJFP_02870
OG0007315						JLCECJFP_02864
OG0007316						JLCECJFP_02855
OG0007317						JLCECJFP_02852
OG0007318						JLCECJFP_02847
OG0007319						JLCECJFP_02844
OG0007320						JLCECJFP_02839
OG0007321						JLCECJFP_02838
OG0007322						JLCECJFP_02837
OG0007323						JLCECJFP_02833
OG0007324						JLCECJFP_02819
OG0007325						JLCECJFP_02814
OG0007326						JLCECJFP_02811
OG0007327						JLCECJFP_02804
OG0007328						JLCECJFP_00754
OG0007329						JLCECJFP_00753
OG0007330						JLCECJFP_01765
OG0007331						JLCECJFP_01755
OG0007332						JLCECJFP_01754
OG0007333						JLCECJFP_01739
OG0007334						JLCECJFP_01738
OG0007335						JLCECJFP_01732
OG0007336						JLCECJFP_01729
OG0007337						JLCECJFP_01728
OG0007338						JLCECJFP_01724
OG0007339						JLCECJFP_01722
OG0007340						JLCECJFP_01715
OG0007341						JLCECJFP_01711
OG0007342						JLCECJFP_01709
OG0007343						JLCECJFP_01700
OG0007344						JLCECJFP_01697
OG0007345						JLCECJFP_00253
OG0007346						JLCECJFP_00276
OG0007347						JLCECJFP_02231
OG0007348						JLCECJFP_02130
OG0007349						JLCECJFP_02131
OG0007350						JLCECJFP_02135
OG0007351						JLCECJFP_01895
OG0007352						JLCECJFP_01898
OG0007353						JLCECJFP_01899
OG0007354						JLCECJFP_01909
OG0007355						JLCECJFP_01912
OG0007356						JLCECJFP_01915
OG0007357						JLCECJFP_03061
OG0007358						JLCECJFP_03062
OG0007359						JLCECJFP_03064
OG0007360						JLCECJFP_03070
OG0007361						JLCECJFP_03071
OG0007362						JLCECJFP_03072
OG0007363						JLCECJFP_03073
OG0007364						JLCECJFP_03074
OG0007365						JLCECJFP_03075
OG0007366						JLCECJFP_03076
OG0007367						JLCECJFP_03077
OG0007368						JLCECJFP_03639
OG0007369						JLCECJFP_04868
OG0007370						JLCECJFP_04867
OG0007371						JLCECJFP_04863
OG0007372		KMPKMMIG_00238				
OG0007373		KMPKMMIG_02051				
OG0007374						
OG0007375					AGNHPPFD_00907	
OG0007376					AGNHPPFD_01510	
OG0007377					AGNHPPFD_01532	
OG0007378		KMPKMMIG_05227			AGNHPPFD_02012, AGNHPPFD_02013	
OG0007379						
OG0007380					AGNHPPFD_02407	
OG0007381					AGNHPPFD_02583	
OG0007382						
OG0007383						
OG0007384						
OG0007385						
OG0007386		KMPKMMIG_02409				
OG0007387					AGNHPPFD_03350	
OG0007388		KMPKMMIG_00315				
OG0007389						
OG0007390					AGNHPPFD_03266	
OG0007391						
OG0007392						
OG0007393					AGNHPPFD_04110	
OG0007394						
OG0007395					AGNHPPFD_04534	
OG0007396					AGNHPPFD_03510, AGNHPPFD_04589	
OG0007397					AGNHPPFD_04943	
OG0007398				NLBLAPBN_00168		
OG0007399				NLBLAPBN_04065		
OG0007400					AGNHPPFD_05353	
OG0007401						
OG0007402						
OG0007403						
OG0007404						
OG0007405						
OG0007406						
OG0007407		KMPKMMIG_01180				
OG0007408		KMPKMMIG_01182				
OG0007409					AGNHPPFD_03817	
OG0007410				NLBLAPBN_01993		
OG0007411						
OG0007412						
OG0007413						
OG0007414						
OG0007415						
OG0007416						
OG0007417						
OG0007418						
OG0007419						
OG0007420		KMPKMMIG_01291				
OG0007421						
OG0007422						
OG0007423			ODAKOFOI_05035		AGNHPPFD_00159	
OG0007424						
OG0007425		KMPKMMIG_03633				
OG0007426		KMPKMMIG_03632				
OG0007427						
OG0007428					AGNHPPFD_02201	
OG0007429					AGNHPPFD_02195	
OG0007430						
OG0007431						
OG0007432				NLBLAPBN_04984		
OG0007433			ODAKOFOI_00614			
OG0007434				NLBLAPBN_00973		
OG0007435		KMPKMMIG_00416				
OG0007436						
OG0007437						
OG0007438					AGNHPPFD_00153	
OG0007439		KMPKMMIG_05705			AGNHPPFD_00227	
OG0007440					AGNHPPFD_00354	
OG0007441		KMPKMMIG_00792			AGNHPPFD_00361	
OG0007442			ODAKOFOI_02489		AGNHPPFD_00534	
OG0007443					AGNHPPFD_00816	
OG0007444					AGNHPPFD_00817	
OG0007445					AGNHPPFD_00818	
OG0007446					AGNHPPFD_00819	
OG0007447					AGNHPPFD_01368	
OG0007448					AGNHPPFD_01369	
OG0007449					AGNHPPFD_02094	
OG0007450					AGNHPPFD_02192	
OG0007451					AGNHPPFD_02382	
OG0007452					AGNHPPFD_02504	
OG0007453					AGNHPPFD_02769	
OG0007454		KMPKMMIG_02477			AGNHPPFD_02892	
OG0007455					AGNHPPFD_02916	
OG0007456		KMPKMMIG_05660			AGNHPPFD_03232	
OG0007457		KMPKMMIG_05659			AGNHPPFD_03233	
OG0007458		KMPKMMIG_05658			AGNHPPFD_03234	
OG0007459					AGNHPPFD_03605	
OG0007460	FBBKCKAA_00870				AGNHPPFD_03654	
OG0007461					AGNHPPFD_03935	
OG0007462		KMPKMMIG_03987			AGNHPPFD_04141	
OG0007463	FBBKCKAA_02527				AGNHPPFD_04173	
OG0007464					AGNHPPFD_04747	
OG0007465					AGNHPPFD_04748	
OG0007466			ODAKOFOI_00090, ODAKOFOI_04682		AGNHPPFD_05156	
OG0007467					AGNHPPFD_05935	
OG0007468					AGNHPPFD_05937	
OG0007469					AGNHPPFD_05938	
OG0007470					AGNHPPFD_05939	
OG0007471					AGNHPPFD_05940	
OG0007472					AGNHPPFD_06086	
OG0007473				NLBLAPBN_03564		
OG0007474						
OG0007475						
OG0007476	FBBKCKAA_04385					
OG0007477						
OG0007478				NLBLAPBN_02915		
OG0007479						
OG0007480						
OG0007481						
OG0007482						
OG0007483		KMPKMMIG_04316				
OG0007484						
OG0007485						
OG0007486			ODAKOFOI_00225			
OG0007487						
OG0007488						
OG0007489	FBBKCKAA_03828					
OG0007490						
OG0007491	FBBKCKAA_03136					
OG0007492			ODAKOFOI_01584			
OG0007493						
OG0007494				NLBLAPBN_02914		
OG0007495				NLBLAPBN_02556		
OG0007496				NLBLAPBN_02206		
OG0007497				NLBLAPBN_02213		
OG0007498				NLBLAPBN_02991		
OG0007499				NLBLAPBN_03061		
OG0007500				NLBLAPBN_04136		
OG0007501				NLBLAPBN_00683		
OG0007502				NLBLAPBN_02647		
OG0007503				NLBLAPBN_00303		
OG0007504				NLBLAPBN_05481		
OG0007505				NLBLAPBN_03616		
OG0007506				NLBLAPBN_02308		
OG0007507				NLBLAPBN_02307		
OG0007508				NLBLAPBN_01931		
OG0007509				NLBLAPBN_03206		
OG0007510				NLBLAPBN_03207		
OG0007511				NLBLAPBN_03161		
OG0007512				NLBLAPBN_03160		
OG0007513				NLBLAPBN_02156		
OG0007514				NLBLAPBN_03667		
OG0007515				NLBLAPBN_04574		
OG0007516				NLBLAPBN_03538		
OG0007517						
OG0007518				NLBLAPBN_03696		
OG0007519				NLBLAPBN_04710		
OG0007520	FBBKCKAA_01998	KMPKMMIG_00795				
OG0007521						
OG0007522						
OG0007523						
OG0007524	FBBKCKAA_01752					
OG0007525	FBBKCKAA_00549		ODAKOFOI_00586			
OG0007526		KMPKMMIG_03760				
OG0007527		KMPKMMIG_04761				
OG0007528	FBBKCKAA_01420					
OG0007529						
OG0007530	FBBKCKAA_01962					
OG0007531						
OG0007532		KMPKMMIG_02249				
OG0007533		KMPKMMIG_04079				
OG0007534			ODAKOFOI_00731			
OG0007535		KMPKMMIG_05661				
OG0007536		KMPKMMIG_04051				
OG0007537						
OG0007538		KMPKMMIG_01136				
OG0007539						
OG0007540						
OG0007541						
OG0007542						
OG0007543	FBBKCKAA_00447					
OG0007544				NLBLAPBN_04101		
OG0007545		KMPKMMIG_00660				
OG0007546		KMPKMMIG_04343				
OG0007547		KMPKMMIG_04317				
OG0007548		KMPKMMIG_01976	ODAKOFOI_02328			
OG0007549		KMPKMMIG_01943				
OG0007550		KMPKMMIG_01942				
OG0007551		KMPKMMIG_01941				
OG0007552		KMPKMMIG_01940				
OG0007553		KMPKMMIG_01939				
OG0007554		KMPKMMIG_01938				
OG0007555		KMPKMMIG_01935				
OG0007556		KMPKMMIG_04080				
OG0007557		KMPKMMIG_04527				
OG0007558						
OG0007559		KMPKMMIG_02414	ODAKOFOI_00079			
OG0007560			ODAKOFOI_01809	NLBLAPBN_02051		
OG0007561			ODAKOFOI_01816	NLBLAPBN_02052		
OG0007562			ODAKOFOI_01807	NLBLAPBN_02058		
OG0007563				NLBLAPBN_00165		
OG0007564						
OG0007565						
OG0007566		KMPKMMIG_00488				
OG0007567						
OG0007568						
OG0007569	FBBKCKAA_03386		ODAKOFOI_03764			
OG0007570						
OG0007571						
OG0007572						
OG0007573						
OG0007574						
OG0007575						
OG0007576						
OG0007577						
OG0007578						
OG0007579						
OG0007580						
OG0007581	FBBKCKAA_01265					
OG0007582				NLBLAPBN_04790		
OG0007583		KMPKMMIG_02065, KMPKMMIG_03556, KMPKMMIG_04429, KMPKMMIG_04960, KMPKMMIG_05594, KMPKMMIG_05794				
OG0007584			ODAKOFOI_00047, ODAKOFOI_00056, ODAKOFOI_00059			
OG0007585	FBBKCKAA_02069, FBBKCKAA_03820					
OG0007586	FBBKCKAA_00562, FBBKCKAA_00714					
OG0007587	FBBKCKAA_01955					
OG0007588	FBBKCKAA_03239					
OG0007589	FBBKCKAA_03656, FBBKCKAA_03663					
OG0007590			ODAKOFOI_03461			
OG0007591						
OG0007592						
OG0007593						JLCECJFP_02483
OG0007594						JLCECJFP_03899
OG0007595						JLCECJFP_04860
OG0007596		KMPKMMIG_00237			AGNHPPFD_02307	
OG0007597						
OG0007598					AGNHPPFD_00328	
OG0007599			ODAKOFOI_04613		AGNHPPFD_00331	
OG0007600						
OG0007601						
OG0007602			ODAKOFOI_03247			
OG0007603					AGNHPPFD_00996	
OG0007604						
OG0007605						
OG0007606						
OG0007607						
OG0007608		KMPKMMIG_05216			AGNHPPFD_05739	
OG0007609					AGNHPPFD_02353	
OG0007610						
OG0007611						
OG0007612						
OG0007613						
OG0007614						
OG0007615					AGNHPPFD_02647	
OG0007616			ODAKOFOI_05256			
OG0007617				NLBLAPBN_03062		
OG0007618					AGNHPPFD_02859	
OG0007619					AGNHPPFD_03391	
OG0007620		KMPKMMIG_01490				
OG0007621					AGNHPPFD_03339	
OG0007622						
OG0007623					AGNHPPFD_02983	
OG0007624				NLBLAPBN_04034		
OG0007625						
OG0007626	FBBKCKAA_00444					
OG0007627	FBBKCKAA_00443					
OG0007628					AGNHPPFD_03646	
OG0007629						
OG0007630					AGNHPPFD_03173	
OG0007631			ODAKOFOI_00468		AGNHPPFD_03903	
OG0007632					AGNHPPFD_03401	
OG0007633					AGNHPPFD_03413	
OG0007634						
OG0007635						
OG0007636			ODAKOFOI_01748			
OG0007637	FBBKCKAA_00428					
OG0007638					AGNHPPFD_03495	
OG0007639						
OG0007640						
OG0007641					AGNHPPFD_03484	
OG0007642			ODAKOFOI_03775			
OG0007643		KMPKMMIG_04056				
OG0007644						
OG0007645	FBBKCKAA_04358					
OG0007646			ODAKOFOI_01197			
OG0007647					AGNHPPFD_05009	
OG0007648						
OG0007649					AGNHPPFD_03886	
OG0007650					AGNHPPFD_05741	
OG0007651		KMPKMMIG_02140				
OG0007652						
OG0007653						
OG0007654						
OG0007655						
OG0007656						
OG0007657						
OG0007658						
OG0007659					AGNHPPFD_02076	
OG0007660						
OG0007661				NLBLAPBN_01985		
OG0007662						
OG0007663						
OG0007664						
OG0007665						
OG0007666						
OG0007667						
OG0007668						
OG0007669					AGNHPPFD_02447	
OG0007670						
OG0007671						
OG0007672						
OG0007673						
OG0007674					AGNHPPFD_02199	
OG0007675						
OG0007676						
OG0007677						
OG0007678						
OG0007679						
OG0007680						
OG0007681						
OG0007682						
OG0007683						
OG0007684						
OG0007685						
OG0007686						
OG0007687						
OG0007688						
OG0007689						
OG0007690						
OG0007691					AGNHPPFD_06100	
OG0007692			ODAKOFOI_01935			
OG0007693					AGNHPPFD_00655	
OG0007694					AGNHPPFD_01277	
OG0007695					AGNHPPFD_01529	
OG0007696			ODAKOFOI_03392		AGNHPPFD_01568	
OG0007697					AGNHPPFD_01980, AGNHPPFD_01986	
OG0007698					AGNHPPFD_02046	
OG0007699					AGNHPPFD_02101	
OG0007700					AGNHPPFD_02308	
OG0007701		KMPKMMIG_04287			AGNHPPFD_02313	
OG0007702		KMPKMMIG_04286			AGNHPPFD_02314	
